threshold,rect_rate
0.05,0.22129436325678498
0.1,0.22129436325678498
0.15,0.22129436325678498
0.2,0.22129436325678498
0.25,0.1722338204592902
0.3,0.10855949895615867
0.35,0.06993736951983298
0.39999999999999997,0.06993736951983298
0.44999999999999996,0.0511482254697286
0.49999999999999994,0.0511482254697286
0.5499999999999999,0.0511482254697286
0.6,0.0511482254697286
